Accelerometer_Gx,Accelerometer_Gy,Accelerometer_Gz,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_Z,Gyroscope_X,Gyroscope_Y
-0.05607220530509949,0.04416823014616966,9.543009757995605,-0.01119999960064888,-0.01769999973475933,-0.274399995803833,-0.023000000021936765,-0.0039999999856897995,0.05300000012305109
-0.06572562456130981,0.06600335240364075,9.552098274230957,-0.009800000116229057,-0.00699999975040555,-0.2645999789237976,-0.021999999295971403,-0.0039999999856897995,0.0539999991814898
-0.03924575448036194,0.05067088454961777,9.5612154006958,-0.016999999061226845,0.002199999988079071,-0.2645999789237976,0.038000000906257256,-0.0039999999856897995,0.0539999991814898
-0.05841852352023125,0.06535212695598602,9.556092262268066,0.002300000051036477,-0.006599999964237213,-0.2547999918460846,0.038000000906257256,-0.0039999999856897995,-0.006000000186975531
-0.0693265050649643,0.042923249304294586,9.560382843017578,-0.021299999207258224,-0.014999999664723873,-0.2547999918460846,-0.08299999855663877,-0.0039999999856897995,-0.006000000186975531
-0.05562209337949753,0.05895482376217842,9.5537748336792,-0.00139999995008111,0.0038999998942017555,-0.2645999789237976,-0.021999999295971403,-0.004999999877891834,-0.006000000186975531
-0.04895663633942604,0.06725791096687317,9.564644813537598,-0.0010999999940395355,0.011799999512732029,-0.2547000050544739,-0.021999999295971403,-0.004999999877891834,0.0539999991814898
-0.05318000912666321,0.05732676759362221,9.568896293640137,-0.0007999999797903001,-0.0066999997943639755,-0.24489998817443848,-0.021999999295971403,0.05499999823992851,-0.006000000186975531
-0.05907932296395302,0.060678645968437195,9.556819915771484,-0.010400000028312206,0.003000000026077032,-0.2644999921321869,-0.021000000237532696,0.05499999823992851,0.0539999991814898
-0.061368178576231,0.06559155136346817,9.564519882202148,-0.010300000198185444,0.0030999998562037945,-0.2547000050544739,-0.021000000237532696,-0.004999999877891834,-0.006000000186975531
-0.06482540816068649,0.061368178576231,9.576059341430664,-0.010300000198185444,0.0030999998562037945,-0.24489998817443848,-0.021000000237532696,0.05499999823992851,-0.06700000028140622
-0.059539008885622025,0.0643274113535881,9.567527770996094,-0.010099999606609344,0.0031999999191612005,-0.24489998817443848,0.09999999922536333,-0.004999999877891834,-0.004999999877891834
-0.0517817959189415,0.0521361343562603,9.56983470916748,-0.00039999998989515007,-0.006799999624490738,-0.24489998817443848,-0.021000000237532696,0.05499999823992851,-0.006000000186975531
-0.04969405010342598,0.05157110467553139,9.567785263061523,-0.00019999999494757503,-0.0066999997943639755,-0.24489998817443848,0.03899999996469596,-0.004999999877891834,-0.006000000186975531
-0.052787356078624725,0.07319553196430206,9.570237159729004,-0.00019999999494757503,0.01269999984651804,-0.24489998817443848,-0.021000000237532696,-0.004999999877891834,-0.004999999877891834
-0.046313438564538956,0.0599508099257946,9.57338809967041,0.009499999694526196,0.002899999963119626,-0.24489998817443848,0.03899999996469596,-0.006000000186975531,-0.004999999877891834
-0.0559285506606102,0.0598263144493103,9.585224151611328,-0.00019999999494757503,0.00279999990016222,-0.23510000109672546,-0.021000000237532696,0.0539999991814898,0.05499999823992851
-0.04985685646533966,0.0656394362449646,9.581490516662598,-0.00009999999747378752,0.002899999963119626,-0.23510000109672546,-0.08200000283325337,0.0539999991814898,-0.004999999877891834
-0.05234682559967041,0.0586579404771328,9.58432388305664,0,0.0030999998562037945,-0.23510000109672546,-0.021000000237532696,0.0539999991814898,-0.004999999877891834
-0.05969223752617836,0.06544789671897888,9.587742805480957,-0.009599999524652958,0.0031999999191612005,-0.22529999911785126,0.03899999996469596,-0.06700000028140622,-0.004999999877891834
-0.05366842821240425,0.06729622185230255,9.594379425048828,0,0.012799999676644802,-0.22529999911785126,-0.019999999511567335,0.0539999991814898,-0.004999999877891834
-0.044963106513023376,0.07055233418941498,9.601831436157227,0.00989999994635582,0.012899999506771564,-0.21549999713897705,-0.019999999511567335,-0.006000000186975531,-0.004999999877891834
-0.054041918367147446,0.07496725022792816,9.5951566696167,0,0.012899999506771564,-0.22529999911785126,-0.019999999511567335,-0.006000000186975531,-0.0659999978879142
